OTUID;Kingdom;Phylum;Class;Order;Family;Genus;Species
f6656c113888ddef99864e0d76c08f57;Bacteria;;;;;;
f36dde3d7c78e6a9ae277191acf7325a;Bacteria;;;;;;
63003a3220f0430c9609c9aa48a9fade;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;;
5dfde3bd954b6fc9640c159e86d36867;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
3b5ab51079b9ad99e879e776a329c211;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
7404b5e738f81378783cae3bcb310745;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
5f8f89eb77cc0ee08d6a29ca274138bd;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
b29f4e547e1fd75f0efb83cfa99a682f;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;Duodenibacillus massiliensis
bbfb11e771ebe533f8a545af2daa590c;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
a75990ee312395dc87c4da45e5108040;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ffa365918cdd070d01fbc864befbfac7;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
340f3c76bd782f259512162868e4f014;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
5f84b0c25aaded34512ef92127c22ea0;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 6;
b8b7691775ffe81c3fbe7aa015af4bf2;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
15abc009018a0f00ed106f0a8f923780;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
c40a3c030948c516a644b5fc56249a67;Bacteria;Bacteroidetes;Bacteroidia;;;;
4e19d17daf2d6b7a92044bf1a4982e9f;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;
ce127e61b336bc376d06d6e49dd4750d;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;uncultured bacterium
cae2f5847ca195b6dfc265f2141b56c3;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;
c282c3e8af5d5f5840698464babef51a;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
e03302cf7b3d92812979d3d103cabc84;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
aebfb2b902e2166c65c9d4df4c874f0f;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
cddf114ce2d9c868cf715a1b41276f00;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
c44364f0bc38cb1c19fec187e86c88fa;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;
cbc61f9ae069a8caee91d440c0950bbf;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group;
2f3faa91e20020fe34144927bdceca10;Bacteria;Proteobacteria;;;;;
6c054103ef925bb5d885eae823d451b8;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 2;
11598d98e7ba98295882a0b483b6a1b7;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
44d9e13d5e6e17047ac569a0284d76e1;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
0f1446c4526489cf97bc58650878aa44;Bacteria;Firmicutes;;;;;
814d5b1bf101df4bc4effb14532ed85f;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
7fc764aca67a45e7a66e55c118f69c15;Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;
36501a5c4571229578d0a21dbabe2fca;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
ac5b9724bbf4d8fd87e092ade1a16686;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 2;
fc1b1e3405966c90f7f21b85520250df;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
c79a01abd6173decb0137f169807b2b5;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
1cfeaa7e8217405692f3042e55baf5e4;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 6;
3e7b167e5d737aa0b630d4426338a796;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
6f4cb1ed9c8c26e1cb09f79dedb54a46;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
a458eab57a936a513eb01568e5dc38eb;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
5af6d98a9308c276affd4ebaf8ae11b7;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
82e6178490bcfd0d6eb41f356362941a;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;
075353d7ff1f275d0f0913dd0ab85f0e;Bacteria;;;;;;
b47c0f420797c759d79e77f15efd2432;Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis;Anaerofustis sp. Marseille-P2441
7092f402b1616b4ea4f043f5b3c31496;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
cfcfd410f05ce19aae4972418977d739;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;
097748aaa5ed1928a052378a126e0c87;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-004;uncultured bacterium
f2ed87cafc2315dcfd9ed36649d21c9e;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
e45453d0d5b06f0bc32150ed2d5a35b3;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides plebeius DSM 17135
5330a551289f9fb43be304bb391f1bfc;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
e7169556b0ac58161f90bd669fb479f2;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
c5ce20517f8acba7c33889e31faf2541;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] torques group;human gut metagenome
fbd5a44ae72f85c8d0f920af035daadd;Bacteria;;;;;;
0a399a6f723b5d5cf2e05276a975daef;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
244c54a514667898bfcaf4d71560e39f;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ae9f805d0ac3a5a3418be88e2977e70b;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
8b283862f97bf9f92b077384a4618503;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;metagenome;metagenome
4d34d4a2620f4e0188f307c4ef82bbe7;Bacteria;;;;;;
1fb7918981c3aca6406aea27fbf0670e;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
06785e61c2d9bdce7ec4cce26fdf58f4;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Mitsuokella;uncultured Mitsuokella sp.
6d114547ea033d2716416beff4c4bc1a;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
41916a4262d1753e177a7e1275b47da1;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
7b37911af0c4884e67343b0eba46303e;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;
930edcd919b0cba1b6e759aaa294c76f;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
6f5d820bde4e6f8f477f76f6a2c83b73;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium succinatutens
ea09a19b9d7943f3a5fcbfdb58b443d7;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
60119676378435f2b0d0c85be4d7de73;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
320ad65bba6eb444ea6d08fd049771f8;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
b365a45f383849eda336be2c234dcf03;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group;
a53713d27a3420c0c171836c73905beb;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
44028f18038a4e1878bf3eb1f195cf23;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;metagenome
4d59161f21bda27e82056e36f2ba30f7;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;gut metagenome
ac3ba70b5e7be6cacebcd747ab96dbab;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
1305203ceeda7c6900dce2c923817b1c;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;;
f0510ab5eadf902a7f9799429f02b524;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
44753a1d5cf53146de0b03977293ee77;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
e32033f67ca4ded0a9dc23b54c72bea1;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
ca62060b81729afded137e98a68afe59;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;
89a2bf675db4fced9523c5aa2704112e;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroidaceae bacterium DJF_B220
8ea412b781d430ed18ea0423b67f6dd4;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;
9b2599e36c067239567d9b18f55a0233;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
f7b2c9a48449906468e3b8b73066e54e;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;;
a8ea92c931f2262478c25e2bbdef049d;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;
18f7ddd7b945e26b6108f36217c67ca3;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini DSM 21505
6f726c9fc9f27eb9b92f8666ee26e591;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
d3eda1decc5255c8d1417fc231a3d036;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus massiliensis
36780b43bd78539ca35c13a19e20119f;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
8f48fc4323161e6c35a2e9dc575afa02;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 6;
c1abb2ed53a1ffc5463f84774d4ccd7c;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
09b94651be5a0c0e018a467f284aae0c;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
429255bab1927ebe699f9ce12bd30f05;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
f8897830b4e710e0ae7fabed5a65dff6;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 1;uncultured bacterium
f37cc098eccf11ad84fbcd2bd531a4d3;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;
224f5b932081b7631faa8bea483a4bb6;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;uncultured bacterium
0c9cf4a5050fc1b00a7675c7f24b0a6f;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
a21e0f45bd6251c475d119f68b4479c5;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group;
758b682f5f4b38ed0efa64de3295d32c;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;
b401ba839a50056d5d023b03d7997bff;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroidaceae bacterium DJF_B220
0ab2153ef05f3d0830451891752aea0e;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-002;uncultured bacterium adhufec269
89947d04ac1ce41860ec6ccb724fd989;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
bfdb8ff26346b61ffb3dfe39192c1195;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
993aa4fc4841f28f132adf12e4cfdc02;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
c353037bf6e70562759075353040dd81;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;uncultured bacterium
41549b81122db7d208fda53ac5b495f8;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
b3e94c0c355bf27993c153a7d16aa263;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
cbd28305c34466663e490c176233bc54;Bacteria;;;;;;
95369d8cbe0d06632555af6d9dbe602b;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
95056262add003b3ec709751c1ecea1c;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
717088bd27e758d5f677d72a9f431ee8;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
f7318a4cc41a48c78642d9ca0edcfeba;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured;uncultured Peptococcaceae bacterium
a96b21e07041786f3fb065f389f91eb1;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group;Prevotella sp. 109
e9d04d39a5f226952762fe3cee12ace1;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
a484b4ae54290159fb354f78274a7279;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
a4edf2f65c574802df1d7cbd4ad579cf;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Terrisporobacter;
4f5f46becc4ba63c92f1ae2bef953b8a;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
0322058772ef2f840293d8ef64b01bd7;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
81cd312da0f7cf357b12ce74d49ff558;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NC2004 group;uncultured organism
1ef6c5fddd77951784243ed4c3e05eec;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
3bb28943a36a912b8482057811d891f5;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
3844facd017141e089ad8138a75798bc;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
e00da41999dcce1d27e88cf5b782dd41;Bacteria;Firmicutes;;;;;
48b41cb1bd5e6480d04a5c05fe1053c4;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
03cbff1e4c1eb4e63d7838ecfb723d3b;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprocola DSM 17136
165500c8e829fa90186d45eb75ecda3f;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;;
7015fbf83664fb6f3aa92d8043a76e6a;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ee77ee09f713e2b971e7a068af4f9aa2;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
00d46a18078e518116e6e486ae5366c0;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;gut metagenome
863557dd8387fd670a9ef2a793449d4b;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides plebeius
4d43b828b5e3ff509731c82160e8386a;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
5a7d004e45ddf7f42e749941c52935d0;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;
9bd84c516f630c0d2f461b7cce0dcb6d;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ebe86166f45af1454df41a1d4f66a5a8;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 6;
1c2786636c85b8855b9cc6564fc6a19b;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
08939669ce0ff52aecc94e473b0948a3;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;
268bb03fb70872baa7804a907356ad04;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
79e244ed9a9e5d09884242e8d28ec7b1;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NC2004 group;uncultured organism
07d9dc620a803f0695b2a5ec4ec4d236;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;gut metagenome
386ee779231a93ada2e2dcc78b60ebb7;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
5d6d86e618bab2c13cba5f97af35bf65;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus
78a2fffdbe329ec94b4170ce298b84e5;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 6;
d9707172b27f8b15590dc04d1dc23605;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
99e690572f20f0ccf83c0ee709e78bd9;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;
401fc50e35484a8d562f0c6f857b28c5;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 6;
832b6fef2ebaba16d11f6395ad94dec5;Bacteria;Firmicutes;Clostridia;Clostridiales;uncultured;bacterium enrichment culture clone ecb10;bacterium enrichment culture clone ecb10
ae3c0fc1ce5ba4636cf624c612f216d5;Bacteria;;;;;;
5ada1fc7ab3927a571550e95846364ff;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
405e4c08860172cc87ac398c3544fc57;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
0bcab2395d8e5c101b6bd280761dc576;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;
8bc5140920798b71d28b3f97d41bf2b5;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;
3ef8966bfd87a67d4dfd0a7850123a62;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;gut metagenome
510480ca280e890876cb23f4f7d09357;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
fc920d344e0a78008158c6554b376164;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Mitsuokella;unidentified
ac6b2146fa86965f42e917f30b3a34a0;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;
10c90a46f002e7314bbb8792fcb66fa1;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
c4809c32f5bd565021d44cd1160381fb;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;
40e31d107861291c09a2a08d92702111;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
2aebf8e64339bdf68acef57fc4cf1423;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;metagenome
1bf102adc715c1badc8bd3fc9deb3089;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;metagenome
08cccc0fc0a04e51abab954c5b0f688b;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
cbe39b5c4d4c46c88ea309323768589f;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
04b29b5136c9f66f3b444c2426b3f008;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
f8c8162b3b32ef8d55aec40ff73dca73;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;
4edce9aaced5512faf43f8fc2c9dfb34;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
15bad90356cce91f7dc80e5903bf52f9;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
b2dabef88379930aa901f9693f6370ea;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;;
1ebbcdb81a2d846f4455b8ec5b5668b7;Bacteria;Firmicutes;;;;;
86cf1380139c9461dbbd897b3e6deb62;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;;
b7a85513e0111b130bab8cae7406f58c;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] torques group;
31d144301e970ca1c4e6fe6ed34b4090;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
ab2b7a06ef480fcb960fc5d22a4146fa;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
c4d1d7743fe4f66d090721c3f1a5dc5c;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;bacterium YE57
6db64adb2766aebd5d331037111420fd;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
9e4cb27689add1a899f4b9d558141848;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
c474ae060afba30c72a42119d829afe7;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
5fe2fde1fb63dcfcaa97282301898eac;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
222b54d59f9ddb6ea52dc08e839e84f2;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
95aa4a899a3c4f3c664fc315a9ac79f8;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
3e10a75e6525ee22a901e35cff0dfb4d;Bacteria;;;;;;
f93107c423cb7f3897a72356d3413075;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-001;Marseilla massiliensis
9bb32448e3818df433f77c64ae5f306f;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-004;uncultured bacterium
f9af26c3e47f10086a79b4a6a7c2ebe7;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;uncultured Prevotella sp.
83423ad77b6e69d1f6c15554c1a48cfb;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Parasutterella;uncultured bacterium
079d675787e885a6adf4481818ae928f;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
eb8f1ae6d1618182b529646c78735044;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;metagenome
a4da34e10ab269010eacf7eb54fd4069;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;;;
7a57c364908e661ce67a8abaeeeb339c;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 2;
869fa9f06ab1f5daf3809b597939ee14;Bacteria;;;;;;
6f0d556f1b7f14a20b5c6f4b97b2dffd;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group;
786649b21b531300f4014a9f3a40062b;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
66efa2b74da78ea61525ef5910048d8d;Bacteria;;;;;;
0e48b23ef69fe7ef5deeb2cd213d463e;Bacteria;;;;;;
fe775248cea6c9dcfeab2cdca2704c3d;Bacteria;;;;;;
95f83fc23ebb2780f2d4b52ebd050911;Bacteria;;;;;;
53099259a0f148307bddabff811f90b1;Bacteria;;;;;;
5b8bbc8f3875496898cd02c31481080c;Bacteria;;;;;;
790be3717b6f42866bf01fe7774040ba;Bacteria;;;;;;
681240d70d54e5ee29e4b048cc3823bd;Bacteria;;;;;;
a71be3636745bfe701ac304f978514e7;Bacteria;;;;;;
56c2787c5a43eba02dfb0fd72ba42696;Bacteria;;;;;;
2b850ce8a2ec679e0ad7a3a7084eb364;Unassigned;;;;;;
b52a3891fc2126d3db5c026072bce180;Bacteria;;;;;;
9f2a7b2235a658a53229009372d4c688;Bacteria;;;;;;
613d056dc9949004a5bc03a0ae07426e;Bacteria;;;;;;
8bf3ca340e90f08e56d15badc8af80d1;Unassigned;;;;;;
0208f2cd90ca726c4e0e2c2cdf51a297;Unassigned;;;;;;
b95fcfe9c30d54c5cdb398db5372b708;Bacteria;;;;;;
1a04b03978c9f900832f20a79a338244;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus;
ca35e4628417cf59ca5978e38fc8ad79;Bacteria;;;;;;
24e4c0399f4e4dd81fe691f9909f3d22;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured;
94e8f35bfca99c445f8693113e233f4e;Unassigned;;;;;;
3f306025a3dfb30ceef50ebab77431d4;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-009;uncultured bacterium
ef7757782df2a1f092b2137553bcaa8d;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
845b7a56d862765bb5f6005e4dece5f8;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
684d0cbd6992644d0dc897e4d608c16b;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
1ad04c878f1a9f22387fe0ebb0600103;Bacteria;;;;;;
cabb1e41f58c3968de6ec1923938987f;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;
4b1ee2cd41531dd7bad846bb403865e4;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;uncultured;Enterococcus casseliflavus
